Unnamed: 0,Timestamp,What programme are you in?,Have you taken a course on machine learning?,Have you taken a course on information retrieval?,Have you taken a course on statistics?,Have you taken a course on databases?,What is your gender?,I have used ChatGPT to help me with some of my study assignments ,When is your birthday (date)?,How many students do you estimate there are in the room?,What is your stress level (0-100)?,How many hours per week do you do sports (in whole hours)? ,Give a random number,Time you went to bed Yesterday,What makes a good day for you (1)?,What makes a good day for you (2)?,Parsed How many students do you estimate there are in the room?,Parsed What is your stress level (0-100)?,Parsed How many hours per week do you do sports (in whole hours)?,Parsed Give a random number,Parsed Time you went to bed Yesterday,category_goodday_1,category_goodday_2
14,04/01/2025 12:17,Computer science,yes,1,unknown,ja,female,no,1,200,70,2,7,9,Good work,Good sleep,200,70,2,7,9,study/work,sleep/rest
15,04/01/2025 12:17,Computer Science,no,0,mu,ja,male,yes,27/02/2001,500,1000,0,94,2:00 AM,Passing courses,Sleeping,500,42.36680375,0,94,2,study/work,sleep/rest
16,04/01/2025 12:17,Artificial Intelligence,yes,1,sigma,ja,male,yes,10/05/1982,400,50,7,13,1,Drugs,More drugs,400,50,7,13,1,alchol/drugs,alchol/drugs
17,04/01/2025 12:17,Master AI,no,0,mu,ja,female,yes,16.12.1998,400,30,10,28,23.3,Coffee,Sports,400,30,10,28,23.5,food,sport
18,04/01/2025 12:17,Bioinformatics and systems biology ,yes,0,unknown,unknown,female,yes,23/06/2002,200,1000,0,9,23:16,Nothing ,Nothing ,200,32.43260859,0,9,23.26666667,joke,joke
19,04/01/2025 12:17,Master’s Business Analytics,yes,0,sigma,ja,female,yes,10/08/2000,200,70,0,8,2,Passing grade,Credit in balance,200,70,0,8,2,study/work,money
20,04/01/2025 12:17,Artificial intelligence ,yes,1,mu,ja,male,yes,30/12/2003,200,5,12,6372,01:00,Sun,More sun,200,5,12,6372,1,weather,weather
21,04/01/2025 12:17,AI,yes,1,mu,ja,male,yes,11/Aug,500,8,6,27,23, , ,500,8,6,27,23,sport,weather
22,04/01/2025 12:17,AI,yes,1,mu,ja,male,yes,Idk,300,9999,10,9999,1:00 AM,Not having EDDA exam,Freetime,300,24.59944762,10,9999,1,sleep/rest,sleep/rest
23,04/01/2025 12:17,Masters in Artificial Intelligence,no,0,mu,nee,male,yes,04/19/2000,300,20,3,78,12:30 PM,Hanging with friends in the sun,Eating good food,300,20,3,78,12.5,friends/family,food
24,04/01/2025 12:17,Artificial Intelligence ,yes,0,mu,ja,female,yes,19/07/2003,300,50,4,38,23:30,Sun,Activity ,300,50,4,38,23.5,weather,sport
25,04/01/2025 12:17,Computational Science ,no,0,mu,nee,female,yes,19/Feb,500,15,12,19,00:30,Good food ,Friends ,500,15,12,19,0.5,food,friends/family
26,04/01/2025 12:17,Master econometrics,no,0,mu,nee,female,not willing to say,19.05.2000,100,75,6,777,0.3,Sun,Cappuccino,100,75,6,777,0.5,weather,food
27,04/01/2025 12:17,AI,yes,0,mu,ja,female,yes,Sep/14,550,1.00E+14,7,74,2,Sun,Food,550,43.3288288,7,74,2,weather,food
28,04/01/2025 12:17,AI,yes,0,unknown,ja,female,not willing to say,1999,180-200,2,04/May,99,1:00 AM,Sunny day,Hanging out with friends,10,2,0,99,1,weather,friends/family
29,04/01/2025 12:17,AI,yes,0,mu,ja,female,yes,11.12.2001,300,3,10,25,12,dance,company,300,3,10,25,12,sport,friends/family
30,04/01/2025 12:17,Econometrics,no,0,mu,nee,male,yes,24.01.1999,300,55,2,27,12:00,Spending time with Marc,Nice warm weather,300,55,2,27,12,friends/family,weather
31,04/01/2025 12:17,AI master,yes,0,mu,nee,male,yes,29-070-2000,456,20,9,108,23:57,Yoga,Delicious food,456,20,9,108,23.95,sport,food
32,04/01/2025 12:17,Artificial Intelligences,yes,1,sigma,ja,not willing to answer,yes,24 de Diciembre ,20*5*5,100,10,37,05:00,Alcohol,More alcohol,376.4329524,100,10,37,5,alchol/drugs,alchol/drugs
33,04/01/2025 12:17,Computer Science,no,unknown,mu,ja,female,no,01/06/2000,100,100,1,4738,12,grade 10,win lottery ,100,100,1,4738,12,study/work,money
34,04/01/2025 12:17,Msc AI,yes,1,sigma,ja,male,yes,11/11/2000,250,20,5,11011011,23:30,Socialising ,When I've learned something new,250,20,5,11011011,23.5,friends/family,study/work
35,04/01/2025 12:17,Master Artificial Intelligence,yes,0,mu,nee,male,yes,05.11.1997,250,80,4,87,04:00,doing sports,not having anxiety,250,80,4,87,4,sport,mood
36,04/01/2025 12:17,Computational Science,yes,0,mu,nee,male,yes,27/11/2002,487,30,7,39,22:30,Sports,Free time,487,30,7,39,22.5,sport,sleep/rest
37,04/01/2025 12:17,MSc in Finance and Technology,yes,0,mu,nee,male,yes,20/07/2001,490,75,0,7,00:45,Booking tickets,drinking beers,490,75,0,7,0.75,holiday,alchol/drugs
38,04/01/2025 12:17,Master Computer Science,yes,1,mu,ja,female,yes,2000,300,10,2,7.79454E+22,00:30,seeing friends,no work,300,10,2,7.79454E+22,0.5,friends/family,study/work
39,04/01/2025 12:18,Human Language Technology,yes,0,unknown,ja,female,yes,23/12/2002,450,10,3,1934,01:30,Nice weather,No work,450,10,3,1934,1.5,weather,study/work
40,04/01/2025 12:18,Master’s in AI,no,0,mu,ja,female,yes,16/03/2002,550,50,8,8,00:30,Good food,Sun ,550,50,8,8,0.5,food,weather
41,04/01/2025 12:18,Master Artificial Intelligence,yes,0,mu,ja,male,yes,09/05/2002,350,45,4,69420,23:30,Feeling energized,Reaching the goals I set for myself that day,350,45,4,69420,23.5,mood,study/work
42,04/01/2025 12:18,Quantitative Finance,yes,0,mu,ja,male,yes,18/05/2003,300,5,8,14,12,Sports,Friends,300,5,8,14,12,sport,friends/family
43,04/01/2025 12:18,Business analytics ,yes,1,mu,ja,female,yes,11/11/2002,450,89,7,69,23:40,Bubble tea,Dog,450,89,7,69,23.66666667,food,friends/family
44,04/01/2025 12:18,Econometrics and operations research ,yes,1,mu,ja,male,no,2000,350,0,4,14,3,No school,High grade,350,0,4,14,3,sleep/rest,study/work
45,04/01/2025 12:18,AI,yes,unknown,mu,ja,male,not willing to say,26,200,49,7,420,2am,Warm,Sun,200,49,7,420,2,weather,weather
46,04/01/2025 12:18,Masters in AI,yes,1,mu,ja,male,yes,29th September 2001,600,1000,4,66,1am,Going to gym,Weed,332.724857,24.59944762,4,66,1,sport,alchol/drugs
47,04/01/2025 12:18,AI,yes,1,mu,ja,male,yes,21/11/2002,200,0,69,199389299284884742829r7747r8e9w929e94747uch38838udud8388383838e8e8e8e8e8e8d8du8s888x8d88d8u,02:00,Ajax winning,Drugs,200,0,69,4.64E+120,2,mood,alchol/drugs
48,04/01/2025 12:18,Master Artifical Intelligence,yes,1,mu,ja,female,yes,December 14th,320,70,12,4,23:59,Sun,Interacting with my loved ones,320,70,12,4,23.98333333,weather,friends/family
49,04/01/2025 12:18,Computer Science,no,0,mu,ja,male,yes,16/09/2001,200,30,5,2.32423E+18,12,nothing to do,can do anything,200,30,5,2.32423E+18,12,sleep/rest,sleep/rest
50,04/01/2025 12:18,Security ,yes,1,sigma,ja,not willing to answer,not willing to say,1997,300,72,2,73,00:00,Beer ,Wine ,300,72,2,73,0,alchol/drugs,alchol/drugs
51,04/01/2025 12:18,MSc Computer Science SEG,yes,1,mu,ja,male,no,16/08/1996,350,5,9,-1,01:00,A cold beer,Kissing the homies for good night ,350,5,9,-1,1,alchol/drugs,joke
52,04/01/2025 12:18,Master AI,yes,0,sigma,nee,intersex,yes,69.69.2069,450,60,3,358,04:00,Happy,Friends,450,60,3,358,4,mood,friends/family
53,04/01/2025 12:18,AI,no,0,mu,ja,female,yes,26/11/1998,150,60,2,42,2am,Good meal,Sunny day,150,60,2,42,2,food,weather
54,04/01/2025 12:18,AI,yes,1,sigma,ja,not willing to answer,yes,23 maart,375,6,10,61,23-00,Az winning,Went to the gym,375,6,10,61,23,mood,sport
55,04/01/2025 12:18,AI,yes,0,mu,ja,male,yes,14/09/2000,200,13,6,7,00:00,Sunny,Pilsie,200,13,6,7,0,weather,alchol/drugs
56,04/01/2025 12:18,AI,yes,1,mu,ja,male,yes,-,350,0,5,69,4am,Free time,Videogames,350,0,5,69,4,sleep/rest,sport
57,04/01/2025 12:18,Business Analytics,yes,0,mu,nee,female,yes,20.05.2001,500,2,4,7,1,"Sun, good food, being productive",Travelling,500,2,4,7,1,weather,holiday
58,04/01/2025 12:18,Artificial Intelligence,no,0,mu,unknown,male,yes,28/12/1999,400,60,6,87,0.3,Praying 5 times on time,Seeing my parents and my younger brother doing fine,400,60,6,87,0.5,friends/family,friends/family
59,04/01/2025 12:18,Artificial Intelligence ,no,0,mu,ja,male,yes,January 16th,187,11,7,6969696,2.3,Gym,Edda,187,11,7,6969696,2.5,sport,study/work
60,04/01/2025 12:18,AI,yes,1,mu,ja,female,not willing to say,23/May,500,60,6,5,1am,sun,more sun ,500,60,6,5,1,weather,weather
61,04/01/2025 12:18,Computational Science ,no,0,mu,ja,female,yes,19/Jul/97,350,35,7,95836,1:00 AM,Getting enough sleep,Healthy breakfast,350,35,7,95836,1,sleep/rest,food
62,04/01/2025 12:18,Bioinformatics,yes,unknown,mu,unknown,male,no,10/12/1994,300,15,5,Random,12:00 PM,A good day,A bad day,300,15,5,3.00E+184,12,joke,joke
63,04/01/2025 12:18,CS,yes,1,mu,ja,female,yes,20.06,400,66,6,12,23:30,Sunny weather ,Good grades ,400,66,6,12,23.5,weather,study/work
64,04/01/2025 12:18,AI,yes,0,mu,nee,female,yes,30/09/2002,80,80,6,47,22,Sunny day spent with friends ,going to a rave,80,80,6,47,22,weather,alchol/drugs
65,04/01/2025 12:18,AI,no,0,sigma,ja,not willing to answer,yes,01/01/1900,500,100,2,89,5,Sun,Sun,500,100,2,89,5,weather,weather
66,04/01/2025 12:18,CS,yes,1,unknown,ja,female,yes,23,450,20,0,8,11,Rain,Chocolate,450,20,0,8,11,weather,food
67,04/01/2025 12:18,AI masters,yes,0,mu,nee,male,yes,15/Feb,450,90,10,4141,12:30am,When the sun is out,Having the time to run,450,90,10,4141,0.5,weather,sport
68,04/01/2025 12:18,Business analytics ,yes,unknown,mu,nee,male,not willing to say,13/03/2002,220,40,9,15,23:00,Get a lot of sleep(at least 8 hours),Eat good food,220,40,9,15,23,sleep/rest,food
69,04/01/2025 12:18,AI,yes,1,mu,ja,non-binary,not willing to say,08.10.2001,250,30,4,6,2,happiness ,sun,250,30,4,6,2,mood,weather
70,04/01/2025 12:18,AI,yes,0,mu,ja,male,yes,21/10/2001,430,30,8,37,00:30,Doing things I want to do,Not having to do things I don't want to do,430,30,8,37,0.5,study/work,sleep/rest
71,04/01/2025 12:18,AI,yes,1,mu,ja,female,yes,10/12/1999,500,65,4,168,23:00,sun,not encountering a stressful situation,500,65,4,168,23,weather,mood
72,04/01/2025 12:18,Computational science,yes,0,mu,ja,male,yes,21/06/2001,250,200,5,42,23:00,Sex,Alcohol ,250,32.00954457,5,42,23,friends/family,alchol/drugs
73,04/01/2025 12:18,Econometrics ,yes,1,mu,ja,male,yes,28/02/2001,350,42,10,5347833,2300,Good food and no econometrics courses,"Sun, exercise and beer",350,42,10,5347833,23,food,weather
74,04/01/2025 12:18,Masters Computer Science,no,1,unknown,nee,male,yes,28/06/2002,380,99999,10,7777,2:00 PM,weed,alcohol,380,30.455,10,7777,14,alchol/drugs,alchol/drugs
75,04/01/2025 12:18,Computer Science ,yes,0,mu,ja,female,yes,10112000,5,60,4,8,23,Sunshine,Friends ,5,60,4,8,23,weather,friends/family
76,04/01/2025 12:18,Ai,yes,0,mu,unknown,male,yes,8031998,350,15,6,42,23:00,Good weather,Chilling,350,15,6,42,23,weather,sleep/rest
77,04/01/2025 12:18,AI,yes,1,mu,ja,female,yes,January 9th,400,30,4,77,23:55,Sunny weather,Good food,400,30,4,77,23.91666667,weather,food
78,04/01/2025 12:18,Computational Science,yes,unknown,mu,ja,female,yes,28/May,330,47,12,30,23:45,Good food,Sun,330,47,12,30,23.75,food,weather
79,04/01/2025 12:18,Computational Science ,yes,0,mu,ja,female,yes,26/10/2001,350,10,12,3,2am,sun,good food,350,10,12,3,2,weather,food
80,04/01/2025 12:18,CS,yes,1,unknown,nee,male,yes,21/07/2002,200,20,15,6,1:30am,delicious food,alcohol dose,200,20,15,6,1.5,food,alchol/drugs
81,04/01/2025 12:18,Master AI (UvA),yes,1,sigma,ja,male,yes,not today,250,20,3,42,00:30,no responsibilities,nice weather,250,20,3,42,0.5,sleep/rest,weather
82,04/01/2025 12:18,Econometrics & Data Science,yes,1,mu,ja,male,yes,25/01/2003,385,6,7,10,00:00,Food,Sun,385,6,7,10,0,food,weather
83,04/01/2025 12:18,Computational Science,yes,0,mu,nee,female,yes,13/Feb,390,37,4,197367,1am,Sun ,Good food,390,37,4,197367,1,weather,food
84,04/01/2025 12:18,Econometrics,yes,0,mu,ja,male,yes,15/02/2002,375,50,4,1,12,Travel,Active,375,50,4,1,12,holiday,sport
85,04/01/2025 12:18,Artificial Intelligence ,yes,1,sigma,ja,male,yes,02.04.2005,195,0,10,7,12:34,Not having looking for x ,Spots,195,0,10,7,12.56666667,joke,sport
86,04/01/2025 12:18,Comp sci,no,0,sigma,nee,gender fluid,yes,X,300,30,4,73,1,Sun,Sub,300,30,4,73,1,weather,weather
87,04/01/2025 12:18,Msc International Public Health,no,1,mu,nee,female,yes,21/03/2002,234,40,7,8,23:30,Coffee,Running in the sun,234,40,7,8,23.5,food,sport
88,04/01/2025 12:18,Computer Science MSc.,yes,1,mu,ja,other,yes,04/Feb,330,Over 9000,0,37,5am,Got nothing to do,Interesting activities,330,43.4219746,0,37,5,sleep/rest,sport
89,04/01/2025 12:18,Computational Science,yes,unknown,mu,nee,male,yes,98/12/04,480,75,3,7,1,Achivements,Socialising,480,75,3,7,1,study/work,friends/family
90,04/01/2025 12:18,AI,yes,unknown,mu,ja,male,yes,-,291,79,0,74,2:00 AM,Being with someone i love,No assignment deadline!!!,291,79,0,74,2,friends/family,sleep/rest
91,04/01/2025 12:18,MSc Computer Science,yes,1,sigma,ja,male,not willing to say,Lol,550,42,4,69,00:40,Eating burrata,Eating pasta,550,42,4,69,0.666666667,food,food
92,04/01/2025 12:18,Ai master,yes,0,mu,ja,female,yes,26 10 2001,200,30,0,7,01:30,My boyfriend,My friends ,200,30,0,7,1.5,friends/family,friends/family
93,04/01/2025 12:18,MSc Computer Science,yes,0,mu,ja,female,yes,10/Oct,500,100,3,3,12:45,Cats,Sun,500,100,3,3,12.75,friends/family,weather
94,04/01/2025 12:18,Master Artificial Inteligence,yes,1,unknown,ja,intersex,not willing to say,22/01/2002,420,100,8,40,11:35,-1,-2,420,100,8,40,11.58333333,food,study/work
95,04/01/2025 12:18,Bioinformatics and system biology,no,0,sigma,nee,female,yes,20010831,200,10,8,11,01:00,Delicious food,Nice weather,200,10,8,11,1,food,weather
96,04/01/2025 12:18,Business Analytics,yes,1,mu,ja,male,not willing to say,14/07/2003,350,85,7,4,01:30,A beer after a exam,Seeing my dog,350,85,7,4,1.5,alchol/drugs,friends/family
97,04/01/2025 12:18,Artificial Intelligence ,yes,1,unknown,ja,female,yes,02/01/2001,289,40,6,9.58E+15,23:25,Sun,Good exam result,289,40,6,4.64E+120,23.41666667,weather,study/work
98,04/01/2025 12:18,Business analytics,yes,1,mu,ja,female,not willing to say,21052025,400,40,3,9,21:45,Sleeping in,No assignments,400,40,3,9,21.75,sleep/rest,sleep/rest
99,04/01/2025 12:18,computational science ,yes,0,mu,ja,male,yes,05/Jan,350,25,20,40,23:00,feeling good ,productive,350,25,20,40,23,mood,study/work
100,04/01/2025 12:18,Bioinformatics and Systems Biology,yes,0,mu,nee,male,yes,30/09/2002,250,0,7,69,23:00,Sun,Sports,250,0,7,69,23,weather,sport
101,04/01/2025 12:18,Computational Science,yes,0,mu,nee,male,not willing to say,Muhahahah,250,110,5,42,00:30,Doggo,Food,250,57.49379961,5,42,0.5,friends/family,food
102,04/01/2025 12:18,AI,yes,unknown,mu,nee,not willing to answer,yes,07/08/1934,70000,900,10,7,23:00,Good talks,Productivity,395.2579798,52.82077327,10,7,23,friends/family,study/work
103,04/01/2025 12:18,Bioinformatics,yes,1,mu,nee,male,yes,22/08/1998,250,60,4,89867,23:30,Cats,Candy,250,60,4,89867,23.5,friends/family,food
104,04/01/2025 12:18,bioinformatics,yes,0,mu,nee,female,not willing to say,09/11/2001,600,40,0,658,7pm,money,love,285.275,40,0,658,19,money,friends/family
105,04/01/2025 12:18,AI Master,yes,0,mu,ja,male,yes,26/07/2001,600,22,5,236,11:33 PM,eating good food,having a nice nap,335.6476915,22,5,236,23.55,food,sleep/rest
106,04/01/2025 12:18,AI,yes,1,unknown,ja,female,yes,20/Sep,150,20,4,11,12,Good sleep,No uni,150,20,4,11,12,sleep/rest,sleep/rest
107,04/01/2025 12:18,Computer Science,yes,0,unknown,ja,not willing to answer,yes,5082000,300,13,6,1738,2,People,Food,300,13,6,1738,2,friends/family,food
108,04/01/2025 12:18,Econometrics,yes,1,mu,ja,male,yes,04/04/2004,425,5,3,4,23:00,Hanging out with friends,No responsibilities,425,5,3,4,23,friends/family,sleep/rest
109,04/01/2025 12:18,Business analytics,yes,0,unknown,ja,male,yes,20/08/2004,287,23,23,1.84366E+17,22:40,Sports,Friends,287,23,23,1.84366E+17,22.66666667,sport,friends/family
110,04/01/2025 12:18,Computational Science,yes,0,mu,ja,male,no,03/04/2000,300,100,0,7,23:00,Not going to uni,No deadlines,300,100,0,7,23,sleep/rest,sleep/rest
111,04/01/2025 12:18,Artificial Intelligence,no,0,sigma,ja,male,yes,25/10/2002,300,30,7,9,00:30,Sports,Good sleep,300,30,7,9,0.5,sport,sleep/rest
112,04/01/2025 12:18,Computer science ,no,0,sigma,nee,female,yes,11/04/1999,220,67,4,4,4am,I take the ADHD medicine ,go out with friends ,220,67,4,4,4,alchol/drugs,friends/family
113,04/01/2025 12:18,Computational science,no,0,mu,ja,male,yes,1991.01.27,300,1,7,33,01:00,No assignments need to do,No lectures,300,1,7,33,1,sleep/rest,sleep/rest
114,04/01/2025 12:18,MSc Bioinformatics and Systems Biology,yes,unknown,unknown,unknown,male,yes,1.1.2000,500,69,10,69,Midnight,Sun,Friends,500,69,10,69,0,weather,friends/family
115,04/01/2025 12:18,Security ,yes,0,unknown,ja,male,no,September,483,π©,3,64,3AM,Sleep,Food,483,60.37833333,3,64,3,sleep/rest,food
116,04/01/2025 12:18,Msc AI,yes,1,mu,ja,male,yes,Nov/99,approx 300,75,4,314.159.265.359,23:00,Passing EDDA,The sun,300,75,4,4.64E+120,23,study/work,weather
117,04/01/2025 12:18,Artificial Intelligence,yes,1,mu,nee,female,yes,25/Dec,450,60,1,44,23:30,Nice weather,Free time,450,60,1,44,23.5,weather,sleep/rest
118,04/01/2025 12:18,Bioinformatics and Systems Biology,no,0,mu,ja,male,yes,0,240,100,2,8,03:00,no studying,gaming,240,100,2,8,3,sleep/rest,sport
119,04/01/2025 12:18,Mathematics,yes,1,mu,ja,male,yes,1997-21-01,357,7,5,69420,3am,You :),You again :),357,7,5,69420,3,joke,joke
120,04/01/2025 12:18,Duisenberg Honours Programme in Finance and Technology ,yes,0,mu,ja,male,yes,10/01/2000,500,40,2,1,01:23,Making someone smile,Smiling,500,40,2,1,1.383333333,friends/family,mood
121,04/01/2025 12:18,MSc Artificial Intelligence,no,0,mu,nee,male,yes,26,297,69,6,426,2300,"Mild weather, no lectures, good food","No assignments, no exam stress",297,69,6,426,23,weather,sleep/rest
122,04/01/2025 12:18,computer science,no,unknown,unknown,unknown,male,not willing to say,07 232001,500,80,6,5,8,eating,play ,500,80,6,5,8,food,sport
123,04/01/2025 12:18,Human Language Technology (RM),yes,0,mu,nee,male,yes,Mid February,300,20,8,891230124,01:30,Friends,Activity and food,300,20,8,891230124,1.5,friends/family,sport
124,04/01/2025 12:18,Master Business Analytics,yes,unknown,mu,ja,female,yes,14 02 1999,480,0,8,10,23,Peace,Nature,480,0,8,10,23,mood,sport
125,04/01/2025 12:18,Finance and Technology,yes,0,mu,nee,male,yes,26/04/2001,350,20,8,124,23:30,Sports,Focus,350,20,8,124,23.5,sport,mood
126,04/01/2025 12:18,Computational Science,no,0,mu,nee,male,yes,Aug/00,300,55,6,47,00:31,Motorcycle ride,Social interaction,300,55,6,47,0.516666667,sport,friends/family
127,04/01/2025 12:18,Master AI,yes,1,sigma,ja,intersex,not willing to say,06/Oct,500,100,3,420,2am,Studying,Learning,500,100,3,420,2,study/work,study/work
128,04/01/2025 12:18,masters in computer science track: software engineering and green IT,yes,1,mu,ja,male,yes,02/09/2003,366,57,6,9999999999,00:40,go out of the house ,play a sport and instrument ,366,57,6,9999999999,0.666666667,sport,sport
129,04/01/2025 12:18,Masters in AI (Health Track),no,1,mu,ja,male,yes,24/02/2002,300,15,8,67,00:30,Doing a sport,Playing my bass guitar,300,15,8,67,0.5,sport,sport
130,04/01/2025 12:18,Artificial Intelligence,yes,0,mu,nee,male,yes,23/07/2001,300,45,4,23,2,beer,another beer,300,45,4,23,2,alchol/drugs,alchol/drugs
131,04/01/2025 12:18,MSc Artificial Intelligence,yes,0,unknown,ja,male,yes,undisclosed,123,90,4,Ø,03:54,grounded,"social, speding quality time with friends",123,90,4,4.64E+120,3.9,mood,friends/family
132,04/01/2025 12:18,MSc. in Computer Science ,yes,1,unknown,ja,male,yes,31/Jan/99,300ish?,75,3,81,3 AM x),Chilling with buddies,GAMING,300,75,3,81,3,friends/family,sport
133,04/01/2025 12:18,cs joint,no,1,mu,ja,male,yes,12/12/1921,450,101,168,3737,1,Money,Less money,450,25.84712049,5.441470676,3737,1,money,joke
134,04/01/2025 12:18,AI,yes,1,mu,ja,male,yes,05/Dec,125,101,4.5,2.4582E+62,23:00,good food,finish task,125,24.59944762,4.5,2.4582E+62,23,food,study/work
135,04/01/2025 12:18,M Artificial intelligence ,no,0,mu,ja,male,yes,23/Feb,200,65,3,4,02:00,Coffee,Motivation ,200,65,3,4,2,food,mood
136,04/01/2025 12:18,Artificial Intelligence,yes,0,sigma,ja,male,yes,nonono,378,-10,2h,cleanMe12,4am,gezelligheid,see above,378,24.60037729,2,12,4,mood,joke
137,04/01/2025 12:18,Artificial Intelligence master degree,yes,1,mu,ja,female,not willing to say,20.09.2002,Around 200,30,5,13,11:30pm,Productivity,Nice weather,200,30,5,13,23.5,study/work,weather
138,04/01/2025 12:18,AI,yes,unknown,mu,nee,female,yes,03/10/2001,400,40,10,3,12,workout,sun,400,40,10,3,12,sport,weather
139,04/01/2025 12:18,CS,yes,1,sigma,ja,male,not willing to say,09/10/2000,390,101,3,7,5am,A day outside,Jamming with the homies,390,32.45708333,3,7,5,sport,friends/family
140,04/01/2025 12:18,Bioinformatics And Systems Biology,yes,1,mu,nee,male,yes,11/01/2001,500,25,5,27,23:30,Waking up refreshed,exercise,500,25,5,27,23.5,mood,sport
141,04/01/2025 12:18,Bioinformatics,yes,0,unknown,nee,male,yes,11/Jun,300,99,7,77,01:30,no class,nice weather,300,99,7,77,1.5,sleep/rest,weather
142,04/01/2025 12:18,Master computational science,no,0,sigma,nee,male,yes,24th november,280,40,6,18282,22:00,Nice weather,Nice girls,280,40,6,18282,22,weather,alchol/drugs
143,04/01/2025 12:18,MSc Bioinformatics and Systems Biology,yes,0,mu,nee,female,not willing to say,16.11.2001,450,80,3,17,00:30,sleeping,going for a walk,450,80,3,17,0.5,sleep/rest,sport
144,04/01/2025 12:18,Master CS,yes,1,sigma,ja,male,no,16/02/1999,150,0,8,75,5:00am,Fun,Fun 2,150,0,8,75,5,mood,mood
145,04/01/2025 12:18,Biomedical science,no,unknown,sigma,ja,male,yes,13/Jan,230,69,15,46.789.901.874.822.500,22:00,Reaching my calory goal,Sleeping 8 hours,230,69,15,1.60E+122,22,sport,sleep/rest
146,04/01/2025 12:18,Business Analytics,yes,0,mu,ja,female,yes,28/06/2002,250,50,0😭😭😭,3,12:30,feeling productive,socializing ,250,50,0,3,12.5,study/work,friends/family
147,04/01/2025 12:18,Big-Data Engineering,yes,0,unknown,ja,male,not willing to say,20.01,118,24,6,31,12.3,Low stress,Progress,118,24,6,31,12.5,mood,study/work
148,04/01/2025 12:18,Bioinformatics and Systems Biology ,no,1,sigma,ja,female,yes,29/04/2002,375,30,6,3,23:30,Sun,-,375,30,6,3,23.5,weather,friends/family
149,04/01/2025 12:18,Master. Computer science (bed) (joint degree),yes,1,sigma,ja,female,yes,02/01/2003,Idk,40,10,13,23:30,Stick to my daily routine,Connect with some good person,361.5436667,40,10,13,23.5,study/work,friends/family
